# Time-averaged data for fix CPR
# TimeStep c_VIR[1] c_VIR[2] c_VIR[3] c_VIR[4] c_VIR[5] c_VIR[6]
28185 -6647.82 -4177.34 -6492.78 -608.684 -1672.27 -938.001
28186 -7177.64 -4056.08 -6366.11 -1052.25 -1118.36 -1299.23
28187 -7391.14 -3583.39 -6088.31 -1535.01 -417.441 -1680.35
28188 -7173.44 -2955.81 -5694.25 -1833.02 325.571 -1911.96
28189 -6549.93 -2403.08 -5211.56 -1796.69 993.045 -1874.31
28190 -5711.73 -2168.39 -4706.35 -1412.04 1477.44 -1564.3
28191 -4943.63 -2436.12 -4315.04 -787.496 1693.86 -1088.05
28192 -4493.09 -3229.41 -4210.86 -87.5088 1599.08 -601.701
28193 -4463.06 -4370.52 -4513 536.936 1221.24 -248.829
28194 -4785.14 -5546.77 -5196.72 980.918 674.469 -114.166
28195 -5256.06 -6442.26 -6065.08 1185.63 127.832 -200.599
28196 -5606.28 -6857.36 -6805.72 1142.18 -267.972 -434.842
28197 -5597.8 -6759.41 -7117.29 906.949 -455.089 -697.462
28198 -5128.21 -6259.64 -6852.46 598.63 -489.596 -865.557
28199 -4276.68 -5557.33 -6078.6 352.516 -490.254 -857.767
28200 -3249.39 -4886.42 -5026.22 251.508 -556.018 -668.653
28201 -2275.95 -4478.17 -3991.1 295.469 -719.652 -376.424
28202 -1542.08 -4518.49 -3250.57 429.173 -956.202 -114.554
28203 -1170.17 -5067.9 -3003.22 586.865 -1217.63 -14.4348
28204 -1205.91 -5985.9 -3297.04 721.918 -1452.32 -137.53
28205 -1596.16 -6943.84 -3964.29 807.376 -1604.82 -444.888
28206 -2188.73 -7554.94 -4663.03 814.19 -1621.17 -826.95
28207 -2776.31 -7549.62 -5052.48 696.822 -1469.33 -1168.82
28208 -3163.16 -6878.94 -4971.99 409.463 -1161.59 -1398.68
28209 -3228.22 -5702.74 -4485.08 -57.0916 -762.162 -1498.65
28210 -2978.12 -4310.62 -3790.28 -649.294 -375.967 -1495.23
28211 -2566.39 -3023.79 -3099.06 -1245.83 -112.04 -1442.18
28212 -2247.71 -2116.57 -2575.51 -1687.54 -28.1451 -1393.46
28213 -2260.68 -1769.31 -2332.11 -1841.36 -99.3355 -1376.43
28214 -2696.64 -2009.06 -2427.46 -1655.31 -239.973 -1380.72
28215 -3474.14 -2682.47 -2845.75 -1186.31 -356.061 -1377.02
28216 -4434.27 -3509.48 -3484.09 -598.279 -387.351 -1354.52
28217 -5428.66 -4184.72 -4168.11 -115.525 -324.006 -1341.6
28218 -6312.27 -4469.17 -4711.27 66.2039 -195.135 -1386.32
28219 -6908.88 -4250.11 -4998.08 -124.447 -36.9159 -1509.44
28220 -7047.2 -3579.52 -5026.9 -584.349 135.786 -1670.55
28221 -6662.71 -2679.54 -4875.53 -1068.77 333.539 -1774.49
28222 -5863.97 -1882.79 -4617.88 -1300.77 572.228 -1721.34
28223 -4884.87 -1514.41 -4283.44 -1102.52 838.339 -1472.44
28224 -3973.62 -1773.4 -3909.2 -472.267 1068.82 -1087.26
28225 -3320.65 -2670.05 -3618.69 426.851 1182.01 -697.601
28226 -3040.69 -4039.41 -3598.47 1343.68 1142.89 -436.312
28227 -3161.11 -5614.68 -3956.55 2030.62 999.778 -379.182
28228 -3605.17 -7119.51 -4599.72 2310.27 853.538 -533.123
28229 -4198.95 -8334.3 -5256.42 2118.31 795.09 -853.923
28230 -4711.68 -9115.85 -5627.06 1526.18 861.753 -1260.15
28231 -4911.78 -9382.79 -5540.71 723.488 1029.66 -1645.36
28232 -4647.83 -9125.07 -5024.14 -50.2798 1235.19 -1912.5
28233 -3939.13 -8460.91 -4264.94 -600.128 1404.57 -2017.55
28234 -3004.11 -7676.12 -3510.76 -845.07 1476.08 -1983.12
28235 -2178.37 -7144.83 -2977.85 -823.917 1406.6 -1872.93
28236 -1771.75 -7149.28 -2809.7 -651.916 1166.31 -1761.31
28237 -1967.27 -7734.11 -3073.23 -467.742 753.39 -1716.23
28238 -2798.59 -8695.31 -3752.44 -398.999 231.541 -1779.56
28239 -4142.18 -9683.61 -4728.25 -537.97 -262.254 -1938.28
28240 -5684.87 -10338.6 -5769.48 -908.819 -573.526 -2121.02
28241 -6952.93 -10388.6 -6583.3 -1449.33 -613.811 -2241.56
28242 -7498.48 -9713.12 -6934.48 -2038.53 -399.613 -2258.58
28243 -7160.17 -8382.08 -6755.19 -2544.63 -18.9951 -2200.61
28244 -6179.94 -6656.72 -6161.29 -2855.15 426.944 -2141.8
28245 -5059.42 -4916.92 -5382.38 -2885.17 849.51 -2156.36
28246 -4279.33 -3531.51 -4688.56 -2589.06 1165.83 -2281.59
28247 -4097.61 -2732.23 -4341.37 -1989.79 1306.77 -2497.04
28248 -4512.34 -2547.6 -4522.93 -1203 1258.51 -2726.22
28249 -5342.71 -2814.91 -5233.7 -421.603 1094.83 -2870.36
28250 -6339.55 -3262.86 -6237.84 149.817 950.27 -2859.68
28251 -7260.34 -3622.09 -7138.35 377.576 945.034 -2685.3
28252 -7888.32 -3701.5 -7559.08 251.189 1117.91 -2386.28
28253 -8048.2 -3415.87 -7324.66 -115.177 1411.91 -2018.69
28254 -7664.67 -2809.43 -6524.78 -532.44 1713.23 -1639.54
28255 -6832.52 -2080.21 -5434.01 -821.592 1910.54 -1310.45
28256 -5822.21 -1548.66 -4370.83 -889.575 1938.36 -1091.2
28257 -4974.89 -1524.17 -3591.24 -744.305 1784.76 -1005.2
28258 -4534.86 -2139.37 -3245.02 -452.468 1472.38 -1009.07
28259 -4553.33 -3288.49 -3361.16 -100.114 1046.11 -1009.37
28260 -4930.66 -4717.41 -3850.77 211.875 578.579 -915.459
28261 -5514.66 -6179.46 -4529.53 370.477 170.379 -682.886
28262 -6134.05 -7528.39 -5141.27 286.928 -83.9272 -326.551
28263 -6568.77 -8692.54 -5418.5 -49.8939 -144.365 92.5745
28264 -6576.97 -9598.35 -5204.31 -548.187 -33.6833 490.054
28265 -6025.66 -10148.7 -4554.58 -1047.46 199.794 773.732
28266 -5011.62 -10280 -3713.99 -1389.05 512.097 859.561
28267 -3837.28 -10018.8 -2977.74 -1475 854.122 701.087
28268 -2856.56 -9478.81 -2556.71 -1298.06 1158.1 316.339
28269 -2323.18 -8821.41 -2541.95 -942.108 1358.6 -208.006
28270 -2328.71 -8199 -2950.24 -537.935 1437.49 -736.752
28271 -2821.76 -7699.82 -3754.86 -200.74 1446.26 -1131.54
28272 -3645 -7333.94 -4857.46 5.32541 1475.83 -1308.68
28273 -4563.2 -7053.94 -6055.62 66.1169 1596.75 -1278.6
28274 -5303.7 -6762.99 -7077.5 6.21233 1816.49 -1126.56
28275 -5627.99 -6306.6 -7682.55 -119.708 2087.26 -946.067
28276 -5415.18 -5515.48 -7759.62 -246.701 2351.4 -785.19
28277 -4716.61 -4324.9 -7364.41 -338.839 2584.11 -650.736
28278 -3767.05 -2882.52 -6686.52 -406.844 2797.89 -539.587
28279 -2908.35 -1521.59 -5972.24 -465.8 3001.94 -445.552
28280 -2430.08 -596.034 -5443.13 -475.511 3165.02 -342.235
28281 -2457.79 -311.073 -5250.91 -350.243 3228.95 -185.006
28282 -2956.45 -664.29 -5461.12 -45.6438 3160.32 53.4124
28283 -3775.32 -1492.15 -6020.83 378.739 2996.66 356.653
28284 -4668.57 -2546.99 -6722.99 789.961 2829.94 680.182
28285 -5315.87 -3562.72 -7247.13 1063.38 2728.85 982.225
28286 -5399.46 -4317.54 -7274.17 1141.35 2701.87 1239.2
28287 -4754.69 -4697.42 -6639.18 1044.39 2723.92 1439.71
28288 -3499.62 -4730.03 -5436.19 856.75 2763.15 1573.07
28289 -2020.41 -4560.33 -3973.38 702.79 2782.13 1628.49
28290 -792.472 -4386.02 -2618.63 711.987 2727.2 1595.83
28291 -157.736 -4391.36 -1673.29 977.445 2535.45 1465.83
28292 -198.724 -4681.15 -1320.87 1515.94 2170.45 1235.17
28293 -754.894 -5226.07 -1601.81 2238.75 1659.4 914.849
28294 -1527.45 -5864.52 -2393.83 2955.84 1093.91 533.548
28295 -2204.16 -6377.05 -3426.71 3436.3 585.775 137.044
28296 -2551.98 -6581.49 -4357.58 3508.67 206.766 -210.481
28297 -2459.99 -6390.7 -4892.89 3146.87 -46.0971 -433.533
28298 -1961.34 -5830.76 -4904.03 2483.32 -232.883 -478.916
28299 -1237.07 -5040.4 -4471.63 1736.42 -406.82 -367.893
28300 -575.685 -4242.07 -3844.79 1109.56 -562.267 -220.214
28301 -268.273 -3653.7 -3343.41 730.809 -653.374 -204.276
28302 -475.214 -3377.91 -3240.41 639.642 -660.23 -434.063
28303 -1148.43 -3358 -3666.85 785.981 -619.335 -887.973
28304 -2066.23 -3451.06 -4580.38 1039.87 -580.669 -1415.26
28305 -2953.61 -3555.63 -5801.05 1235.44 -549.323 -1819.41
28306 -3593.17 -3672.62 -7061.58 1249.44 -474.713 -1949.78
28307 -3864.5 -3846.27 -8047.75 1057.68 -281.635 -1758.44
28308 -3747.92 -4072.02 -8485.44 725.611 95.5895 -1316.58
28309 -3323.83 -4275.45 -8277.81 349.41 690.177 -786.33
28310 -2750.4 -4361.6 -7577 5.60062 1479.92 -350.031
28311 -2210.53 -4282.64 -6694.8 -261.699 2365.77 -136.071
28312 -1850.67 -4075.3 -5924.37 -427.123 3175.16 -175.065
28313 -1746.07 -3852.88 -5420.57 -473.779 3710.21 -394.848
28314 -1900.69 -3756.43 -5200.65 -390.622 3829.61 -648.563
28315 -2268.26 -3875.37 -5212.11 -178.006 3519.76 -775.213
28316 -2777.15 -4195.12 -5383.18 147.479 2905.37 -676.741
28317 -3343.04 -4617.31 -5624.06 551.629 2192.53 -363.963
28318 -3868.64 -5030.11 -5812.54 986.536 1574.19 64.8733
28319 -4247.49 -5354.08 -5804.18 1396.04 1149.76 492.001
28320 -4389.01 -5538.35 -5469.34 1716.53 904.61 829.725
28321 -4258.1 -5556.45 -4752.74 1877.97 755.864 1020.26
28322 -3908.59 -5438.63 -3737.99 1827.55 616.434 1024.33
28323 -3489.27 -5292.08 -2661.33 1571.36 422.431 834.884
28324 -3201.96 -5248.2 -1824.05 1200.28 124.305 495.879
28325 -3219.52 -5370.26 -1450.92 865.245 -313.859 95.074
28326 -3620.33 -5625.01 -1610.31 707.702 -886.412 -272.932
28327 -4359.17 -5940.16 -2225.1 780.54 -1512.62 -547.076
28328 -5273.22 -6270.22 -3103.43 1008.8 -2049.74 -718.406
28329 -6124.03 -6606.4 -3963.22 1219.2 -2362.26 -822.132
28330 -6654.91 -6930.28 -4505.04 1223.75 -2384.42 -914.861
28331 -6668.62 -7173.23 -4552.74 904.221 -2122.55 -1051.12
28332 -6125.15 -7231.91 -4167.78 259.925 -1624.64 -1270.05
28333 -5194.45 -7022.43 -3633.53 -581.368 -965.674 -1583.49
28334 -4213.12 -6526.47 -3307.06 -1392.99 -249.337 -1963.89
28335 -3549.75 -5807.69 -3444.34 -1929.96 404.162 -2344.49
28336 -3445.95 -4989.56 -4105.66 -2035.33 889.467 -2636.34
28337 -3912.35 -4200.79 -5160.31 -1716.22 1143.25 -2755.7
28338 -4730.09 -3533.64 -6355.75 -1142.61 1155.03 -2654.73
28339 -5550.35 -3059.32 -7415.63 -568.989 960.294 -2342.76
28340 -6037.88 -2838.06 -8121.81 -215.416 633.462 -1864.71
28341 -6000.88 -2873.52 -8366.54 -176.363 282.174 -1264.45
28342 -5450.85 -3085.07 -8181.49 -412.755 22.5813 -600.989
28343 -4568.63 -3322.5 -7711.68 -792.162 -52.9226 29.2678
28344 -3622.58 -3459.45 -7154.91 -1152.94 98.1713 499.148
28345 -2882.67 -3499.73 -6691.23 -1365.47 450.925 699.201
28346 -2543.32 -3565.27 -6416.24 -1354.76 907.259 611.208
28347 -2650.27 -3776.56 -6300.48 -1096.98 1317.98 342.353
28348 -3077.99 -4158.99 -6222.29 -621.261 1540.02 75.8635
28349 -3603.03 -4665.95 -6065.74 -10.9449 1504.65 -30.8856
28350 -4018.89 -5248.79 -5789.29 624.079 1251.08 76.1221
28351 -4207.82 -5884.72 -5415.8 1188.8 903.586 341.605
28352 -4144 -6532.07 -4981.13 1621.9 615.694 643.776
28353 -3868.24 -7078.59 -4512.31 1885.96 510.194 839.273
28354 -3467.19 -7367.9 -4038.14 1950.78 636.674 799.041
28355 -3056.99 -7304.29 -3581.28 1804.1 958.777 453.717
28356 -2763.37 -6937.35 -3130.03 1489.5 1367.7 -158.326
28357 -2689.25 -6428.28 -2644.35 1126.55 1718.34 -878.545
28358 -2879.26 -5922.23 -2129.57 876.726 1880.38 -1487.68
28359 -3300.71 -5451.14 -1705.04 867.759 1777.01 -1818.24
28360 -3847.94 -4949.69 -1568.71 1134.9 1400.49 -1839.39
28361 -4372.73 -4348.33 -1855.69 1623.31 819.683 -1643.46
28362 -4756.08 -3687.75 -2516.85 2205.32 165.244 -1368.79
28363 -4957.08 -3115.98 -3318.78 2702.53 -412.282 -1125.03
28364 -4969.85 -2752 -3947.17 2937.55 -782.392 -961.156
28365 -4777 -2589.72 -4144.89 2789.84 -859.448 -886.298
28366 -4385.88 -2527.92 -3824.04 2233.78 -626.66 -905.267
28367 -3882.74 -2460.13 -3123.91 1356.97 -150.466 -1025.68
28368 -3428.81 -2328.32 -2379.94 356.142 435.986 -1235.69
28369 -3182.67 -2119.41 -1976.18 -511.623 971.916 -1483.36
28370 -3201.98 -1860.89 -2156.6 -1020.88 1315.97 -1687.33
28371 -3411.39 -1642.15 -2924.59 -1064.16 1401.24 -1776.69
28372 -3652.98 -1616.9 -4073.93 -692.307 1275.06 -1733.49
28373 -3757.33 -1926.16 -5282.96 -93.3524 1090.53 -1596.49
28374 -3589.23 -2572.62 -6224.32 482.746 1039.99 -1424.01
28375 -3076.13 -3366.28 -6685.63 813.57 1253.74 -1267.68
28376 -2236.89 -4009.08 -6664.32 775.78 1726.03 -1177.78
28377 -1201.64 -4265.77 -6352.41 388.863 2325.91 -1210.36
28378 -203.456 -4093.3 -5999.5 -191.243 2872.27 -1394.71
28379 472.704 -3643.57 -5762.26 -734.005 3203.35 -1680.97
28380 599.662 -3157.36 -5673.17 -1015.18 3215.53 -1939.85
28381 130.609 -2832.51 -5716.42 -889.961 2881.3 -2037.09
28382 -750.685 -2748.33 -5876.44 -338.994 2253.03 -1917.48
28383 -1701.17 -2876.82 -6105.18 526.936 1449.31 -1617.71
28384 -2383.16 -3141.2 -6296.27 1506.88 623.8 -1204.35
28385 -2616.27 -3449.75 -6314.88 2378.94 -77.0754 -722.413
28386 -2416.94 -3691.47 -6066.67 2964.49 -545.026 -207.402
28387 -1943.81 -3740.94 -5544.79 3166.88 -728.237 267.109
28388 -1423.19 -3517.41 -4820.08 2988.54 -643.788 572.294
28389 -1080.56 -3066.01 -4005.49 2528.15 -384.675 577.446
28390 -1069.14 -2559.93 -3222.29 1947.84 -113.06 239.453
28391 -1419.42 -2200.88 -2564.95 1419.74 -24.5303 -347.775
28392 -2027.01 -2087.26 -2074.6 1076.41 -275.645 -990.168
28393 -2694.79 -2160.28 -1758.8 984.062 -906.066 -1487.07
28394 -3227.62 -2292.22 -1637.84 1130.41 -1803.17 -1715.63
28395 -3496.89 -2413.07 -1731.39 1420.88 -2731.55 -1656.39
28396 -3445.16 -2538.13 -1983.91 1697.41 -3418.21 -1361.37
28397 -3080.44 -2703.93 -2265.42 1783.83 -3651.35 -923.931
28398 -2465.87 -2894.8 -2467.68 1545.15 -3357.37 -483.367
28399 -1714.02 -3032.84 -2571.17 939.393 -2633 -217.59
28400 -980.144 -3027.35 -2609.47 46.9667 -1710.38 -272.108
28401 -422.776 -2839.74 -2598.3 -935.265 -874.209 -663.188
28402 -153.542 -2523.69 -2537.03 -1760.24 -365.844 -1238.82
28403 -198.288 -2210.94 -2482.62 -2226.5 -304.836 -1748.51
28404 -470.412 -2053.07 -2581.2 -2245.88 -651.944 -1979.27
28405 -800.056 -2172.89 -2987.89 -1872.3 -1221.99 -1851.34
28406 -1024.91 -2632.08 -3736.5 -1283.46 -1752.69 -1415.23
28407 -1088.4 -3408.03 -4681.96 -716.412 -2009.11 -796.634
28408 -1065.84 -4368.13 -5558.49 -382.202 -1868.22 -158.631
28409 -1104.43 -5257.12 -6092.5 -387.479 -1343.99 318.699
28410 -1336.24 -5775.73 -6103.15 -697.476 -569.792 477.96
28411 -1830.06 -5746.02 -5569.04 -1157.87 240.505 251.339
28412 -2594.25 -5239.99 -4642.74 -1557.51 856.462 -285.556
28413 -3595.52 -4557.58 -3596.73 -1704.47 1114.88 -931.037
28414 -4758.25 -4062.93 -2730.86 -1490.14 979.933 -1448.48
28415 -5960.35 -4008.35 -2289.72 -925.228 541.297 -1673.66
28416 -7056.13 -4465.24 -2397.06 -139.602 -42.3236 -1576.01
28417 -7913.48 -5340.32 -2997.25 659.764 -614.177 -1241.73
28418 -8443.92 -6412.33 -3844.18 1259.79 -1069.16 -809.119
28419 -8622.32 -7380.91 -4591.22 1511.95 -1368.76 -415.887
28420 -8485.71 -7947.56 -4950.77 1382.29 -1526.24 -172.157
28421 -8100.83 -7919 -4820.74 965.123 -1574.66 -141.458
28422 -7536.94 -7291.95 -4304.92 446.119 -1545.85 -327.501
28423 -6871.72 -6265.34 -3635.17 23.6609 -1471.69 -674.996
28424 -6206.38 -5160.94 -3065.1 -169.781 -1398.31 -1081.55
28425 -5658.81 -4276.25 -2802.09 -103.386 -1387.9 -1422.86
28426 -5301.91 -3763.95 -2963 164.739 -1489.64 -1593.38
28427 -5098.36 -3612.67 -3529.76 507.249 -1701.05 -1539.8
28428 -4904.54 -3709.42 -4325.61 754.607 -1963.49 -1268.93
28429 -4565.31 -3917.92 -5074.39 752.68 -2191.13 -835.614
28430 -4015.11 -4101.84 -5533.55 429.924 -2296.48 -325.82
28431 -3298.54 -4105.88 -5614.47 -168.76 -2199.18 149.509
28432 -2526.56 -3777.96 -5409.07 -897 -1848.36 454.168
28433 -1833.21 -3054.71 -5110.45 -1556.3 -1261.82 451.732
28434 -1357.26 -2047.51 -4892.35 -1956.28 -543.969 70.3752
28435 -1230.07 -1038.4 -4830.37 -1972.29 145.705 -635.194
28436 -1535.54 -343.359 -4903.18 -1574.53 665.154 -1478.61
28437 -2259.18 -157.194 -5057.4 -843.208 952.499 -2213.52
28438 -3281.97 -517.249 -5265.7 26.7815 1038.69 -2636.04
28439 -4406.15 -1347.13 -5522.18 791.297 1022.94 -2642.89
28440 -5403.77 -2518.01 -5808.27 1249.11 1024.64 -2247.47
28441 -6084.69 -3873.2 -6087.62 1305.45 1124.93 -1579.12
28442 -6368.47 -5213.77 -6327.43 999.849 1322.61 -860.814
28443 -6323.94 -6305.14 -6506.87 497.37 1540.12 -340.992
28444 -6133.95 -6947.34 -6599.7 39.0741 1678.27 -192.244
28445 -6002.39 -7077.8 -6563.33 -145.817 1677.07 -430.662
28446 -6072.28 -6832.34 -6366.04 67.0668 1539.79 -910.531
28447 -6386.5 -6496.48 -6047.14 652.765 1324.21 -1393.12
28448 -6870.9 -6372.98 -5760.57 1453.56 1125.24 -1645.29
28449 -7333.51 -6660.2 -5728.31 2233.43 1046.03 -1528.09
28450 -7525.55 -7395.31 -6107.06 2748.61 1147.51 -1044.51
28451 -7278.12 -8446.42 -6880.37 2822.69 1400.91 -327.563
28452 -6611.39 -9513.59 -7854.66 2408.75 1693.51 422.246
28453 -5709.19 -10171 -8741.66 1606.64 1897.74 1017.35
28454 -4785.66 -10009.1 -9273.86 622.062 1947.5 1334.62
28455 -3979.51 -8836.63 -9309.79 -308.451 1863.13 1325.92
28456 -3352.69 -6810.03 -8878.71 -991.411 1715.19 1012.6
28457 -2937.41 -4399.46 -8163.09 -1327.02 1566.22 478.864
28458 -2740.44 -2201.62 -7445.66 -1327.79 1443.09 -149.726
28459 -2713.05 -705.519 -7031.76 -1103.7 1343.34 -740.938
28460 -2747.97 -128.163 -7148.94 -815.985 1252.79 -1182.8
28461 -2722.18 -378.579 -7846.87 -618.819 1163.84 -1397.03
28462 -2549.5 -1131.42 -8935.76 -615.489 1091.66 -1359.67
28463 -2203.92 -1957.98 -10017.7 -837.201 1072.79 -1129.26
28464 -1712.1 -2472.08 -10638 -1235.77 1136.96 -849.146
28465 -1132.16 -2459.8 -10490.5 -1688.03 1275.34 -697.522
28466 -541.199 -1957.77 -9547.45 -2027.35 1439.16 -800.291
28467 -38.1859 -1237.16 -8040.83 -2104.3 1564.96 -1169.01
28468 252.372 -679.964 -6341.51 -1846.95 1600.61 -1716.34
28469 198.821 -617.692 -4852.4 -1283.11 1524.15 -2309.93
28470 -277.855 -1199.72 -3934.82 -520.414 1351.47 -2811.28
28471 -1120.94 -2347.83 -3788.03 295.052 1126.1 -3097.31
28472 -2118.62 -3830.63 -4333.14 1020.12 909.003 -3079.96
28473 -2996.07 -5392.98 -5224.71 1544.77 759.911 -2732.67
28474 -3551.84 -6822.56 -6000.01 1803.62 703.504 -2107.37
28475 -3732.25 -7930.62 -6298.46 1774.6 730.396 -1331.74
28476 -3624.13 -8532.17 -6015.24 1483.13 827.627 -585.688
28477 -3404.12 -8497.3 -5306.73 1022.64 979.481 -55.4535
28478 -3276.57 -7845.14 -4478.72 562.688 1136.29 128.278
28479 -3415.58 -6775.12 -3845.31 301.582 1200.75 -52.5668
28480 -3900.24 -5597.57 -3624.55 373.234 1064.49 -481.466
28481 -4665.32 -4621.37 -3892.31 771.79 676.434 -938.029
28482 -5518.47 -4064.8 -4590.52 1347.27 92.5626 -1176.33
28483 -6223.9 -4006.43 -5563.59 1869.36 -535.505 -1020.64
28484 -6598.96 -4373.32 -6603.48 2111.07 -1027.67 -443.385
28485 -6566.45 -4963.83 -7498.92 1924.43 -1257.74 410.294
28486 -6157.74 -5501.49 -8104.64 1297.83 -1201.13 1265.71
28487 -5486.49 -5714.62 -8398.99 369.611 -926.496 1816.89
28488 -4714.88 -5424.5 -8468.86 -618.487 -550.648 1844.98
28489 -4019.48 -4611.21 -8416.56 -1403.06 -191.463 1310.99
28490 -3549.34 -3441.93 -8284.67 -1795.64 69.0161 379.051
28491 -3391.51 -2251.41 -8074.66 -1758.7 209.447 -649.321
28492 -3556.71 -1437.77 -7820 -1411.84 269.66 -1461.16
28493 -3977.36 -1297.55 -7610.24 -965.913 314.676 -1852.88
28494 -4523.97 -1900.53 -7529.4 -627.169 387.452 -1792.24
28495 -5036.87 -3070.78 -7581.25 -517.957 491.164 -1408.32
28496 -5366.65 -4450.89 -7684.03 -645.615 608.504 -924.535
28497 -5428.7 -5611.33 -7733.29 -921.432 732.775 -563.655
28498 -5231.34 -6191.09 -7656.57 -1205.86 881.327 -460.111
28499 -4850.11 -6036.3 -7411.52 -1356.19 1082.1 -625.335
28500 -4402.53 -5270.04 -6966.11 -1269.04 1335.13 -981.666
28501 -4043.38 -4239.66 -6315.15 -917.132 1579.97 -1420.67
28502 -3937.97 -3355.84 -5534.01 -370.611 1708.06 -1837.04
28503 -4203.4 -2919.15 -4806.86 221.137 1618.08 -2134.72
28504 -4851.18 -3033.57 -4379.64 698.359 1276.15 -2228.32
28505 -5753.58 -3626.71 -4446.81 972.661 745.692 -2063.23
28506 -6647.43 -4511.61 -5023.69 1054.86 171.73 -1641.1
28507 -7205.59 -5436.53 -5896.36 1013.29 -270.645 -1029.83
28508 -7181.16 -6138.29 -6717.07 912.581 -435.483 -350.641
28509 -6548.72 -6412.61 -7192.11 785.669 -253.181 253.63
28510 -5536.42 -6169.68 -7225.43 646.057 241.98 651.086
28511 -4520.97 -5461.28 -6922.66 511.428 909.027 745.197
28512 -3860.69 -4475.15 -6485.83 409.885 1533.68 498.479
28513 -3765.4 -3490.51 -6105.81 368.659 1904.52 -45.8727
28514 -4252.74 -2796.08 -5913.74 398.862 1906.36 -753.486
28515 -5160.74 -2591.88 -5964.66 487.028 1572.69 -1416.31
28516 -6187.85 -2914 -6226.94 600.48 1058.99 -1810.54
28517 -6968.53 -3611.96 -6586.98 700.301 560.974 -1782.85
28518 -7197.97 -4391.27 -6891.44 750.899 240.343 -1320.4
28519 -6771.8 -4915.14 -7013.47 721.894 184.241 -563.222
28520 -5851.55 -4936.41 -6898.38 598.438 387.392 245.185
28521 -4791.15 -4405.69 -6560.94 409.872 757.312 843.092
28522 -3966.12 -3493.33 -6051.33 246.211 1149.1 1043.29
28523 -3618.36 -2501.63 -5431.41 226.716 1418.33 799.528
28524 -3792.02 -1720.34 -4774.82 425.358 1468.91 222.006
28525 -4356.5 -1332.86 -4164.29 807.833 1278.33 -460.41
28526 -5080.51 -1410.79 -3678.41 1238.09 901.453 -977.053
28527 -5712.84 -1946.81 -3377.99 1552.69 460.598 -1112.56
28528 -6041.03 -2857.48 -3286.46 1643.89 113.954 -792.84
28529 -5930.62 -3965.86 -3373.56 1494.52 -5.61259 -116.707
28530 -5365.66 -5019.54 -3563.64 1159.5 154.369 682.795
28531 -4475.45 -5771.73 -3766.47 726.119 558.678 1323.41
28532 -3511.15 -6080.77 -3906.5 286.797 1108.57 1573.92
28533 -2749.74 -5952.85 -3926.93 -75.7568 1668.51 1334.72
28534 -2371 -5502.92 -3787.95 -301.121 2095.53 662.831
28535 -2395.59 -4884.79 -3490.51 -360.891 2284 -267.741
28536 -2724.84 -4256.85 -3120.71 -262.355 2216.36 -1239.4
28537 -3219.16 -3778.52 -2855.94 -46.8769 1973.21 -2051.1
28538 -3745.49 -3585.91 -2899.08 220.153 1676.68 -2555.94
28539 -4183.75 -3735.64 -3364.92 472.262 1412.16 -2695.23
28540 -4435.48 -4159.4 -4190.28 663.52 1205.77 -2523.55
28541 -4465.25 -4675.36 -5142.26 763.865 1062.23 -2199.65
28542 -4340.42 -5056.72 -5928.56 739.045 997.127 -1926.19
28543 -4206.98 -5126.92 -6330.94 558.196 1025.64 -1859.46
28544 -4202.55 -4835.04 -6292.26 240.217 1127.52 -2051.61
28545 -4382.45 -4273.74 -5926.63 -114.723 1233.22 -2459.85
28546 -4718.42 -3633.75 -5460.28 -362.522 1249.29 -2992.26
28547 -5145.2 -3131.94 -5142.62 -406.792 1102.64 -3536.65
28548 -5602.32 -2960.86 -5164.98 -272.231 774.716 -3957.2
28549 -6043.75 -3251.21 -5595.85 -98.9633 316.527 -4094.23
28550 -6415.49 -4014.88 -6340.42 -61.3613 -155.622 -3812.49
28551 -6635.02 -5090.6 -7158.69 -275.326 -491.404 -3083.45
28552 -6612.24 -6159.64 -7758.72 -749.079 -558.179 -2039.38
28553 -6306.31 -6873.63 -7930.16 -1389.89 -287.422 -951.373
28554 -5772.1 -7028.13 -7643.88 -2044.15 298.286 -130.557
28555 -5157.46 -6653.92 -7052.9 -2550.34 1081.77 200.57
28556 -4640.31 -5964.68 -6391.24 -2791.43 1873.52 3.64364
28557 -4351.39 -5229.52 -5852.42 -2727.91 2471.34 -569.558
28558 -4343.57 -4687.98 -5525.97 -2401.82 2741.27 -1257.85
28559 -4601.98 -4523.93 -5400.97 -1911.66 2664.64 -1788.01
28560 -5048.54 -4819.85 -5391.94 -1368.63 2317.97 -1947.16
28561 -5529.34 -5492.89 -5374.16 -852.106 1814.72 -1634.53
28562 -5832.82 -6300.67 -5245.51 -388.153 1267.85 -899.629
28563 -5770.05 -6946.35 -4994.68 32.9144 794.674 51.721
28564 -5279.96 -7215.8 -4705.09 411.008 506.213 924.575
28565 -4484.8 -7062.7 -4489.82 716.146 452.629 1453.82
28566 -3652.33 -6607.99 -4438.82 920.519 578.262 1492.7
28567 -3074.54 -6068.08 -4583.93 1039.95 727.776 1038.01
28568 -2941.95 -5657.54 -4888.94 1136.39 719.702 207.744
28569 -3275.9 -5517.59 -5279 1270.29 444.619 -794.603
28570 -3933.98 -5697.87 -5686.57 1442.42 -81.7331 -1715.28
28571 -4671.75 -6178.47 -6081.07 1580.04 -733.899 -2302.5
