# Time-averaged data for fix CPR
# TimeStep c_VIR[1] c_VIR[2] c_VIR[3] c_VIR[4] c_VIR[5] c_VIR[6]
16160 -5302 -4231.65 -8864.48 1364.03 482.758 110.925
16161 -4091.49 -5140.43 -8844.69 1643.65 512.022 -34.3032
16162 -2599.6 -5374.56 -8598.87 1919.33 266.238 -182.288
16163 -1204.94 -4925.23 -8255.91 2087.43 -138.624 -302.379
16164 -270.607 -4014.18 -7927.91 2008.95 -541.82 -369.548
16165 -26.5373 -2973.57 -7651.64 1572.95 -823.756 -377.687
16166 -482.542 -2114.65 -7378.23 790.165 -939.778 -344.14
16167 -1441.44 -1655.7 -7038.45 -151.538 -899.029 -298.713
16168 -2597.8 -1694.53 -6616.48 -939.103 -725.005 -257.282
16169 -3655.41 -2196.64 -6159.44 -1287.31 -446.885 -203.525
16170 -4402.97 -2999.21 -5726.42 -1092.88 -127.793 -93.1919
16171 -4728.32 -3840.01 -5328.54 -485.305 128.659 117.341
16172 -4602.59 -4435.51 -4923.74 243.484 228.554 435.412
16173 -4079.83 -4576.31 -4451.86 780.459 153.978 814.041
16174 -3335.63 -4183.28 -3873.51 930.967 -20.2047 1162.91
16175 -2681.6 -3330.19 -3210.9 691.196 -183.327 1387.07
16176 -2463.64 -2231.73 -2575.05 225.532 -266.275 1442.15
16177 -2871.04 -1181.71 -2149.2 -224.638 -264.79 1362.4
16178 -3815.47 -466.93 -2124.95 -443.515 -200.968 1231.12
16179 -4995.39 -296.784 -2611 -313.076 -86.2104 1117
16180 -6081.38 -758.366 -3555.43 154.827 65.8193 1034.56
16181 -6852.58 -1779.2 -4733.08 826.895 202.953 954.372
16182 -7195.25 -3103.8 -5802.6 1499.41 243.454 842.727
16183 -7036.84 -4337.73 -6416.98 1979.49 147.039 687.887
16184 -6354.65 -5090.96 -6379.23 2159.73 -29.8174 502.427
16185 -5264.3 -5157.65 -5768.55 2039.61 -168.178 321.073
16186 -4059.11 -4605.15 -4918.3 1687.29 -178.339 197.543
16187 -3120.12 -3718.46 -4243.23 1192.85 -53.8855 188.509
16188 -2758.58 -2866.11 -4041.73 655.202 148.468 320.63
16189 -3088.15 -2381.64 -4390.8 188.024 371.491 563.417
16190 -3974.33 -2484.73 -5148.29 -96.9537 602.837 841.838
16191 -5083.86 -3219.7 -6022.1 -131.244 861.545 1082.94
16192 -6014.71 -4419.45 -6674.75 78.2748 1146.49 1254.92
16193 -6435.44 -5733.84 -6845 452.349 1408.48 1370.61
16194 -6173.67 -6738.89 -6446.96 877.61 1578.74 1464.67
16195 -5258.48 -7086.24 -5601.95 1247.08 1624.71 1564.92
16196 -3940.43 -6631.02 -4587.2 1473.22 1570.44 1673.53
16197 -2668.58 -5478.14 -3723.85 1485.44 1457.38 1769.66
16198 -1966.85 -3936.17 -3248.29 1241.49 1293.8 1827.89
16199 -2195.09 -2406.72 -3229.43 759.509 1055.44 1834.26
16200 -3330.84 -1261.3 -3568.43 144.572 731.475 1784.87
16201 -4965.96 -747.134 -4068.47 -417.527 357.667 1670.09
16202 -6537.09 -936.275 -4529.39 -719.763 -1.77327 1466.64
16203 -7590.69 -1709.35 -4815.16 -635.987 -302.949 1150.25
16204 -7916.91 -2773.56 -4863.31 -196.125 -549.879 721.519
16205 -7544.11 -3735.89 -4654.5 420.695 -770.903 216.69
16206 -6667.35 -4247.28 -4195.34 963.953 -969.725 -302.317
16207 -5590.45 -4161.21 -3536.59 1219.86 -1119.22 -764.947
16208 -4661.42 -3589.88 -2782.69 1094.02 -1203.05 -1107.61
16209 -4167.61 -2807.82 -2057.35 631.464 -1241.76 -1291.69
16210 -4232.14 -2098.22 -1463.37 -19.7381 -1266.69 -1322.39
16211 -4775.8 -1674.33 -1083.47 -663.332 -1275.87 -1248.4
16212 -5561.78 -1676.93 -989.107 -1111.96 -1223.02 -1136.05
16213 -6291.33 -2178.24 -1219.37 -1245.31 -1061.93 -1035.49
16214 -6702.7 -3153.95 -1739.87 -1052.79 -801.242 -961.239
16215 -6638.68 -4445.78 -2426.72 -628.244 -505.218 -890.573
16216 -6063.05 -5762.68 -3096.42 -115.897 -235.2 -780.467
16217 -5038.59 -6749.58 -3567.77 351.046 11.1118 -598.929
16218 -3715.96 -7105.07 -3727.72 680.195 296.406 -349.299
16219 -2357.11 -6695.3 -3576.8 817.32 677.847 -63.1039
16220 -1316.11 -5614.23 -3234.5 739.919 1140.26 228.157
16221 -904.718 -4171.56 -2905.61 464.226 1588.65 505.528
16222 -1205.26 -2817.2 -2815.24 60.7485 1906.77 746.2
16223 -2001.3 -2018.86 -3130.11 -345.482 2032.38 906.751
16224 -2909 -2106.65 -3894.1 -607.251 1980.8 939.684
16225 -3591.21 -3128.49 -5000.49 -613.797 1804.42 831.084
16226 -3861.89 -4783.12 -6198.05 -347.886 1544.42 621.823
16227 -3660.01 -6496.7 -7139.23 94.6262 1223.18 388.842
16228 -3031.34 -7645.02 -7491.19 544.381 877.415 199.942
16229 -2159.45 -7814.09 -7071.26 838.885 574.469 85.7473
16230 -1370.62 -6957.3 -5942.05 880.268 364.56 39.2814
16231 -1036.21 -5383.25 -4421.63 643.43 226.344 21.336
16232 -1394.02 -3615.39 -2978.33 176.654 97.6165 -24.2185
16233 -2422.12 -2212.66 -2056.44 -392.65 -45.3788 -139.737
16234 -3854.52 -1603.68 -1911.35 -875.543 -164.751 -327.163
16235 -5308.81 -1959.5 -2516.54 -1084.28 -218.571 -543.114
16236 -6434.99 -3125.99 -3572.48 -914.45 -221.287 -718.5
16237 -7017.14 -4657.22 -4619.05 -392.532 -238.295 -795.652
16238 -7004.1 -5974.5 -5223.27 338.903 -323.15 -765.204
16239 -6482.49 -6589.83 -5159.8 1077.39 -465.772 -680.282
16240 -5640.27 -6289.32 -4488.53 1618.73 -596.765 -627.248
16241 -4753.17 -5196.78 -3503.09 1803.93 -640.354 -668.437
16242 -4150.58 -3699.72 -2609.32 1564.87 -568.215 -802.191
16243 -4099.4 -2283.87 -2187.74 967.044 -412.716 -975.206
16244 -4648.85 -1357.96 -2464.5 217.975 -231.309 -1131.63
16245 -5574.91 -1138.83 -3422.45 -388.178 -58.9166 -1249.63
16246 -6503.66 -1626.04 -4802.98 -585.749 101.917 -1337.02
16247 -7111 -2647.19 -6206.98 -264.57 246.52 -1406.44
16248 -7229.64 -3927.44 -7251.31 468.914 343.505 -1463.06
16249 -6819.22 -5157.97 -7698.51 1338.38 367.338 -1507.67
16250 -5913.35 -6062.11 -7513.91 2028.19 354.102 -1535.71
16251 -4638.75 -6452.15 -6856.9 2321.68 400.021 -1531.42
16252 -3259.04 -6270.2 -6009.54 2169.48 588.243 -1478.55
16253 -2120.51 -5607.9 -5264.32 1661.1 922.634 -1381.71
16254 -1503.04 -4692.34 -4824.13 949.421 1335.46 -1276.15
16255 -1500.54 -3829.89 -4768.89 199.371 1746.79 -1214.65
16256 -2002.44 -3325.95 -5084.4 -421.142 2097.82 -1244.58
16257 -2758.17 -3397.58 -5694.91 -749.814 2334.94 -1385.2
16258 -3474.75 -4090.09 -6467.36 -672.119 2401.21 -1606.74
16259 -3913.79 -5232.79 -7222.13 -175.307 2273.42 -1827.18
16260 -3954.77 -6468.68 -7778.5 636.252 2001.68 -1950.05
16261 -3610.3 -7357.34 -8010.78 1574.45 1700.67 -1925.25
16262 -3008.73 -7520.96 -7870.95 2415.01 1486.41 -1775.5
16263 -2372.23 -6786.49 -7378.58 2941.32 1404.33 -1566.91
16264 -1986.04 -5277.62 -6622.68 3004.64 1403.32 -1367.44
16265 -2103.52 -3407.19 -5786.02 2597.74 1368.09 -1231.97
16266 -2798.56 -1756.85 -5135.72 1886.4 1189.95 -1202.77
16267 -3889.25 -882.963 -4938.22 1156.86 838.12 -1298.95
16268 -5031.42 -1112.3 -5336.8 698.027 379.073 -1493.6
16269 -5911.85 -2404.15 -6273.14 680.926 -75.0469 -1713.24
16270 -6373.37 -4335.98 -7487.16 1094.14 -438.84 -1884.6
16271 -6395.39 -6230.16 -8587.9 1761.67 -679.919 -1983.6
16272 -6019 -7391.99 -9178.75 2429.09 -789.426 -2033.13
16273 -5330.61 -7377.5 -9008.62 2871.35 -753.659 -2056.29
16274 -4494.64 -6173.86 -8083.59 2965.12 -570.078 -2038.04
16275 -3745.5 -4200.51 -6685.83 2696.66 -273.516 -1927.05
16276 -3303.98 -2131.63 -5286.73 2123.37 78.465 -1675.41
16277 -3283.16 -640.163 -4386.15 1342.3 450.538 -1290.78
16278 -3648.04 -172.138 -4332.88 488.925 846.788 -859.678
16279 -4240.27 -813.913 -5184.23 -263.754 1275.6 -516.125
16280 -4851.18 -2277.57 -6649.04 -742.238 1701.48 -363.022
16281 -5295.17 -4017.4 -8172.24 -828.949 2040.74 -402.909
16282 -5449.51 -5436.24 -9164.14 -501.089 2211.84 -535.741
16283 -5264.2 -6087.57 -9258.94 152.834 2190.69 -619.271
16284 -4765.82 -5792.27 -8446.3 931.634 2028.09 -532.794
16285 -4075.58 -4661.09 -7027.59 1555.51 1822.26 -212.926
16286 -3416.86 -3047.97 -5468.93 1756.99 1666.33 325.606
16287 -3051.6 -1449.89 -4243.43 1410.28 1598.26 970.582
16288 -3140.92 -364.395 -3698.38 626.635 1585.83 1522.43
16289 -3627.07 -139.229 -3954.3 -266.865 1557.95 1770.35
16290 -4256.74 -865.921 -4866.24 -872.94 1446.98 1605.86
16291 -4733.68 -2361.6 -6083.07 -903.864 1205.86 1091.69
16292 -4865.83 -4241.74 -7186.48 -295.088 811.714 421.638
16293 -4614.86 -6041.99 -7842.82 784.605 285.406 -198.238
16294 -4071.34 -7346.85 -7900.02 2012.35 -282.002 -647.7
16295 -3414.08 -7898.9 -7401.11 3040.53 -741.553 -903.165
16296 -2872.11 -7658.15 -6537.99 3617.02 -962.828 -988.238
16297 -2655.37 -6782.52 -5578.43 3644 -923.799 -936.441
16298 -2860.35 -5556.62 -4790.05 3179.68 -733.257 -796.273
16299 -3418.04 -4334.33 -4380.47 2414.6 -564.612 -642.892
16300 -4128.09 -3478.27 -4460.51 1618.01 -557.598 -559.007
16301 -4754.01 -3254.37 -5017.29 1044.46 -755.394 -590.725
16302 -5122.71 -3709.19 -5900.15 835.289 -1103.69 -712.063
16303 -5171.13 -4619.05 -6851.67 968.07 -1490.66 -832.553
16304 -4943.92 -5568.61 -7588.5 1280.78 -1791.21 -847.149
16305 -4569.38 -6121.01 -7891.71 1554.2 -1900.99 -692.645
16306 -4214.89 -5979.56 -7651.52 1602.47 -1769.53 -369.669
16307 -4032.08 -5071.75 -6863.24 1322.33 -1429.75 84.0658
16308 -4118.31 -3564.62 -5630.9 707.505 -1001.74 627.546
16309 -4495.73 -1832.85 -4201.13 -147.188 -655.767 1213.83
16310 -5089.85 -375.08 -2961.59 -1054.82 -538.663 1762.68
16311 -5721.79 321.578 -2328.62 -1785.16 -694.301 2160.54
16312 -6167.33 -58.7043 -2555.23 -2147.1 -1034.29 2310.31
16313 -6266.77 -1532.3 -3584.02 -2060.49 -1389.18 2194.49
16314 -5999.83 -3773.7 -5044.22 -1576.26 -1607.8 1891.01
16315 -5471.58 -6191.07 -6395.58 -840.22 -1627.61 1520.03
16316 -4845.16 -8114.98 -7140.38 -28.4736 -1473.78 1170.59
16317 -4280.53 -9042.96 -7008.95 713.823 -1210.85 874.867
16318 -3900.43 -8834.61 -6056.5 1299.75 -905.568 641.667
16319 -3777.99 -7753.06 -4647.25 1685.85 -622.35 496.371
16320 -3922.49 -6341.95 -3319.93 1848.26 -421.461 474.132
16321 -4267.61 -5221.09 -2579.18 1784.83 -336.135 569.325
16322 -4693.66 -4886.25 -2711.29 1542.13 -351.047 693.076
16323 -5073.31 -5543.91 -3690.82 1233.39 -418.854 691.673
16324 -5300.42 -7013.89 -5192.36 1011.4 -505.13 430.936
16325 -5291.28 -8760.35 -6697.75 999.315 -620.213 -111.558
16326 -4994.83 -10090.1 -7677.43 1226.66 -805.961 -813.405
16327 -4422.84 -10443 -7777.39 1614.77 -1086.17 -1459.58
16328 -3678.53 -9618.66 -6928.71 2010.43 -1426.52 -1844.32
16329 -2955.96 -7824.23 -5348.04 2235.59 -1748.1 -1854.33
16330 -2498.06 -5551.32 -3457.98 2139.34 -1978.63 -1499.02
16331 -2513.51 -3373.79 -1773.98 1653 -2090.44 -896.062
16332 -3071.24 -1759.83 -771.607 834.002 -2100.83 -227.809
16333 -4028.46 -956.184 -735.568 -134.034 -2055.11 320.843
16334 -5062.41 -961.985 -1643.19 -997.512 -2014.76 622.891
16335 -5801.93 -1576.06 -3164.23 -1527.86 -2044.6 640.027
16336 -5981.03 -2487.09 -4794.03 -1607.77 -2183.58 408.837
16337 -5521.89 -3365.41 -6040.82 -1271.52 -2412.87 2.24959
16338 -4539.79 -3940.56 -6572.72 -687.582 -2647.61 -497.147
16339 -3311.11 -4068.72 -6289.16 -93.0562 -2762.22 -994.693
16340 -2218.9 -3768.97 -5322.74 294.363 -2642.71 -1363.99
16341 -1639.55 -3200.19 -3995.04 344.622 -2244.33 -1452.76
16342 -1778.62 -2592.71 -2736.28 39.4354 -1623.92 -1142.72
16343 -2557.3 -2182.27 -1968.35 -533.223 -922.882 -435.438
16344 -3650.53 -2172.06 -1968.73 -1196.09 -306.373 500.827
16345 -4658.11 -2699.74 -2766.46 -1719.12 107.427 1374.66
16346 -5291.82 -3779.19 -4117.28 -1892.36 289.656 1898.54
16347 -5466.49 -5239.94 -5580.56 -1613.13 297.721 1923.96
16348 -5280.91 -6733.99 -6673.05 -935.904 238.526 1502.06
16349 -4936.24 -7849.72 -7039.69 -48.1477 226.732 844.77
16350 -4636.55 -8271.22 -6562.07 804.247 350.225 227.179
16351 -4507.11 -7884.05 -5366.12 1394.7 640.318 -114.21
16352 -4573.98 -6792.63 -3757.19 1583.3 1049.91 -51.6838
16353 -4799.73 -5282.35 -2148.28 1364.17 1459.84 400.504
16354 -5109.66 -3744.68 -979.635 868.779 1727.35 1091.34
16355 -5406.02 -2576.45 -601.812 315.465 1745.55 1775.62
16356 -5594.43 -2063.42 -1143.34 -76.4775 1477.81 2195.17
16357 -5618.15 -2283.73 -2442.73 -169.073 965.714 2182.91
16358 -5467.88 -3064.14 -4100.75 55.0736 325.432 1741.3
16359 -5149.27 -4014.88 -5623.67 505.421 -280.242 1039.5
16360 -4640.06 -4651.86 -6581.4 1025.76 -696.915 327.529
16361 -3908.61 -4578.18 -6725.01 1440.21 -835.372 -172.772
16362 -3003.37 -3646.49 -6046.46 1598.61 -697.739 -336.546
16363 -2118.95 -2019.51 -4788.88 1414.7 -371.093 -150.98
16364 -1537.9 -106.1 -3383.85 887.288 -0.37904 303.215
16365 -1476.25 1579.85 -2321.08 100.966 253.574 876.347
16366 -1963.42 2570.81 -1983.89 -787.696 274.274 1380.97
16367 -2838.6 2567.95 -2506.01 -1580.35 47.6979 1644.19
16368 -3826.51 1531.72 -3706.22 -2091.95 -321.963 1573.7
16369 -4629.77 -275.226 -5141.29 -2218.86 -660.701 1196.86
16370 -5015.06 -2337.4 -6271.55 -1982.19 -806.306 640.361
16371 -4898.82 -4053.94 -6678.98 -1516.05 -675.412 65.3661
16372 -4394.26 -4970.08 -6221.7 -1018.09 -287.008 -396.401
16373 -3776.34 -4953.64 -5048.68 -694.042 260.353 -673.894
16374 -3384.26 -4228.97 -3519.61 -691.466 833.056 -755.425
16375 -3486.96 -3263.39 -2101.49 -1024.3 1301.39 -671.908
16376 -4148.94 -2571.2 -1249.51 -1545.02 1567.93 -483.459
16377 -5185.26 -2520.33 -1255.01 -2007.66 1581.14 -275.983
16378 -6245.83 -3211.61 -2122.74 -2183.8 1337.22 -154.336
16379 -6980.04 -4457.68 -3568.65 -1952.5 881.847 -217.092
16380 -7183.72 -5864.13 -5151.88 -1327.66 320.548 -513.092
16381 -6848.2 -6979.67 -6450.71 -435.524 -194.065 -1013.53
16382 -6112.13 -7451.03 -7169.24 529.975 -522.811 -1627.13
16383 -5188.7 -7129.54 -7184.21 1362.33 -612.927 -2235.65
16384 -4326.27 -6119.89 -6576.35 1899.28 -516.417 -2715.52
16385 -3770.09 -4743.85 -5592.36 2062.89 -341.982 -2945.15
16386 -3671.27 -3415.44 -4552.79 1866.9 -201.969 -2824.55
16387 -3987.58 -2479.84 -3761.32 1400.61 -191.997 -2318.72
16388 -4482.99 -2098.34 -3434.37 808.11 -377.851 -1500.22
16389 -4868.84 -2231.33 -3648.95 263.494 -768.405 -552.513
16390 -4969.83 -2701.65 -4306.03 -77.3414 -1299.16 284.524
16391 -4791.2 -3279.3 -5146.89 -136.868 -1857.98 803.87
16392 -4465.67 -3744.37 -5849.27 50.4305 -2334.48 910.96
16393 -4149.82 -3931.16 -6159.11 354.668 -2650.5 659.905
16394 -3950.85 -3761.78 -5962.96 600 -2754.97 232.829
16395 -3920.17 -3264.14 -5281.98 611.986 -2609.24 -136.062
16396 -4079.2 -2561.5 -4250.01 258.425 -2194.7 -256.199
16397 -4424.27 -1825.38 -3121.86 -497.272 -1547.01 -47.5731
16398 -4904.84 -1217.97 -2253.25 -1549.33 -785.454 444.673
16399 -5412.4 -864.231 -1989.74 -2659.7 -99.6001 1079.19
16400 -5812.97 -848.829 -2514.6 -3540.28 311.004 1669.58
16401 -6003.8 -1220.63 -3758.52 -3962.3 324.604 2037.95
16402 -5951.73 -1971.38 -5418.05 -3833.66 -25.2487 2065.65
16403 -5685.81 -2986.3 -7079.56 -3225 -537.113 1733.91
16404 -5263.18 -4014.28 -8360.38 -2351.25 -922.374 1129.52
16405 -4754.71 -4719.58 -8991.13 -1504.06 -931.45 410.251
16406 -4269.53 -4829.38 -8861.18 -952.263 -452.984 -246.547
16407 -3965.03 -4298.17 -8061.54 -849.327 447.465 -690.79
16408 -3988.51 -3364.94 -6886.53 -1183.31 1531.06 -830.627
16409 -4375.99 -2453.54 -5754.57 -1780.83 2437.98 -650.158
16410 -5002.96 -1985.65 -5063 -2367.71 2809.83 -212.982
16411 -5649.09 -2224.47 -5031.15 -2664.49 2458.39 349.287
16412 -6117.97 -3203.97 -5602.88 -2482.53 1481.92 865.75
16413 -6313.88 -4706.79 -6472.32 -1788.11 233.535 1169.11
16414 -6240.4 -6280.33 -7232.46 -706.098 -853.709 1153.47
16415 -5964.19 -7358.59 -7557.71 531.174 -1465.58 825.242
16416 -5587.39 -7498.1 -7313.2 1656.31 -1505.95 301.335
16417 -5229.09 -6605.01 -6551.46 2432.42 -1072.89 -246.038
16418 -5008.21 -5004.84 -5451.42 2705.88 -373.328 -655.604
16419 -5013.98 -3293.26 -4280.37 2446.11 360.445 -815.923
16420 -5260.54 -2053.66 -3371.33 1764.96 926.466 -674.711
16421 -5653.56 -1608.63 -3041.63 893.752 1184.6 -246.354
16422 -6007.8 -1922.88 -3443.99 106.337 1082.69 373.471
16423 -6124.65 -2676.14 -4459.83 -380.378 678.541 1014.39
16424 -5890.24 -3448.47 -5748.31 -479.402 137.784 1477.72
16425 -5314.74 -3910.18 -6907.88 -253.208 -311.962 1602.24
16426 -4484.69 -3926.37 -7640.98 122.163 -466.867 1318.9
16427 -3496.29 -3560.31 -7842.38 426.674 -226.835 678.751
16428 -2450.58 -3005.77 -7586.8 469.133 382.161 -158.012
16429 -1508.52 -2496.28 -7055.25 148.3 1243.28 -970.177
16430 -900.88 -2209.34 -6455.34 -506.9 2190.22 -1543.37
16431 -834.274 -2189.53 -5962.46 -1331.62 3022.29 -1733.82
16432 -1358.35 -2344.56 -5679.09 -2073.88 3529.16 -1512.72
16433 -2305.73 -2541.1 -5606.7 -2489.53 3564.77 -976.854
16434 -3354.45 -2732.04 -5649.2 -2437.95 3130.69 -320.788
16435 -4171.31 -2989.44 -5671.16 -1927.44 2389.08 222.144
16436 -4554.68 -3408.22 -5578.91 -1090.65 1588.24 459.546
16437 -4513.84 -3974.99 -5368.87 -121.73 959.671 317.344
16438 -4250.35 -4524.9 -5114.47 783.823 653.155 -127.022
16439 -4055 -4817.56 -4890.56 1471.42 725.239 -681.23
16440 -4179.27 -4666.94 -4711.29 1858.37 1148.76 -1127.74
16441 -4743.46 -4046.98 -4551.41 1954.48 1812.29 -1311.59
16442 -5692.29 -3116.44 -4416.65 1861.2 2520.06 -1178.65
16443 -6801.2 -2163.19 -4375.43 1743.18 3031.86 -761.82
16444 -7750.4 -1512.28 -4523.41 1766.06 3155.45 -143.024
16445 -8249.21 -1422.03 -4908.23 2026.59 2844.9 571.753
16446 -8159.16 -1985.67 -5473.03 2516.94 2232.02 1258.14
16447 -7551.63 -3075.51 -6069.11 3134.66 1572.92 1783.65
16448 -6658.38 -4359.66 -6519.79 3720.63 1138.99 2041.84
16449 -5734.01 -5401.98 -6676.35 4102.58 1108.39 1991.85
16450 -4930.82 -5840.58 -6446.89 4139.24 1514.69 1674.95
16451 -4274.22 -5568.41 -5822.31 3766.5 2259.33 1198
16452 -3718.38 -4787.46 -4900.3 3032.59 3152.9 698.307
16453 -3213.69 -3894.33 -3890.08 2102.95 3956.55 318.633
16454 -2747.87 -3280.02 -3057.56 1216.29 4436.74 188.978
16455 -2356.58 -3170.09 -2602.45 591.548 4443.03 387.047
16456 -2098.2 -3579.15 -2537.41 326.952 3971.34 887.976
16457 -2001.69 -4347.92 -2672.72 358.525 3164.94 1548.61
16458 -2028.26 -5203.54 -2739.31 518.986 2248.94 2150.27
16459 -2071.43 -5834.39 -2557.27 654.577 1445.15 2483.04
16460 -1998.45 -5985.64 -2118.41 697.97 913.338 2430.12
16461 -1740.07 -5554.25 -1553.29 654.169 733.065 2010.43
16462 -1376.62 -4633.92 -1046.77 548.613 902.094 1359.49
16463 -1123.64 -3478.24 -767.535 399.883 1324.85 668.548
16464 -1234.82 -2398.15 -840.947 230.235 1815.37 123.258
16465 -1884.29 -1630.68 -1333.21 86.6072 2145.6 -133.267
16466 -3055.87 -1247.22 -2212.89 39.3057 2133.86 -31.0345
16467 -4501.3 -1174.82 -3314.01 151.734 1732.09 389.646
16468 -5824.15 -1298.18 -4366.54 445.392 1052.28 961.697
16469 -6649.42 -1534.49 -5117.1 880.163 319.635 1435.54
16470 -6779.58 -1828.24 -5458.51 1355.29 -217.915 1586.7
16471 -6266.71 -2111.04 -5459.8 1732.76 -379.64 1326.62
16472 -5383.34 -2305.07 -5284.14 1883.27 -105.954 740.273
16473 -4522.88 -2374.3 -5080.91 1741.79 531.641 23.6548
16474 -4068.46 -2367.71 -4934.33 1343.69 1352.28 -621.813
16475 -4251.02 -2401.9 -4881.49 816.8 2110.4 -1062.53
16476 -5050.5 -2592.89 -4930.59 333.241 2568.46 -1244.71
16477 -6197.36 -2996.37 -5030.58 45.3382 2588.95 -1172.07
16478 -7283.76 -3615.62 -5059.47 25.3279 2193.35 -901.582
16479 -7928.14 -4447.13 -4892.08 238.259 1544.72 -549.556
16480 -7919.59 -5470.77 -4498.09 566.304 869.248 -257.115
16481 -7278.5 -6590.59 -3984.85 860.067 363.805 -124.386
16482 -6215.56 -7608.67 -3551.94 984.715 140.481 -162.351
16483 -5027.64 -8278.94 -3373.99 849.774 223.6 -303.364
16484 -3987.9 -8418.65 -3483.67 432.499 562.592 -460.341
16485 -3267.89 -8010.78 -3750.16 -198.793 1030.3 -581.113
16486 -2910.32 -7229.06 -3973.98 -883.109 1434.75 -654.38
16487 -2848.48 -6358.06 -4015.72 -1414.52 1580.84 -675.844
16488 -2951.79 -5661.87 -3861.11 -1630.16 1360.27 -622.889
16489 -3072.87 -5291.73 -3590.98 -1485.76 801.042 -471.427
16490 -3091.69 -5269.66 -3316.03 -1071.64 38.6434 -231.812
16491 -2954 -5509.55 -3137.8 -563.133 -755.721 41.5889
16492 -2682.17 -5832.88 -3139.62 -146.301 -1424.35 272.151
16493 -2341.5 -5993.99 -3370.71 34.9222 -1839.65 389.187
16494 -1985.29 -5759.32 -3802.6 -96.7329 -1910.12 341.269
16495 -1629.93 -5022.83 -4315.16 -528.235 -1601.27 104.306
16496 -1288.86 -3879.01 -4767.11 -1132.32 -968.73 -297.881
16497 -1032.99 -2606.61 -5094.86 -1693.6 -183.657 -778.314
16498 -1009.55 -1556.11 -5334.22 -1995.16 496.214 -1189.85
16499 -1378.28 -997.221 -5547.67 -1914.13 830.262 -1365.31
16500 -2216.32 -1031.47 -5747.06 -1477.88 712.073 -1207.6
16501 -3455.99 -1588.72 -5879.7 -844.959 223.418 -770.505
16502 -4887.19 -2473.64 -5887.91 -216.511 -411.039 -247.559
16503 -6215.14 -3430.66 -5769.39 266.413 -937.971 132.912
16504 -7156.24 -4210.85 -5579.14 573.076 -1176.92 224.002
16505 -7531.6 -4632.6 -5386.84 760.115 -1062.4 7.38045
16506 -7324.75 -4637.95 -5227.54 911.399 -642.344 -432.133
16507 -6703.51 -4326.68 -5095.23 1088.51 -52.9394 -961.437
16508 -5980.76 -3934.57 -4978.94 1315.89 517.141 -1440.28
16509 -5489.5 -3737.62 -4880.46 1586.15 882.666 -1744.75
16510 -5420.57 -3927.48 -4783.37 1874.27 935.617 -1795.56
16511 -5725.96 -4537.32 -4604.88 2157.75 687.774 -1596
16512 -6142.67 -5462.19 -4211.93 2429.19 247.551 -1244.46
16513 -6328.76 -6527.16 -3525.54 2691.15 -243.868 -892.257
16514 -6039.95 -7530.29 -2639.32 2931.32 -665.267 -667.005
16515 -5237.12 -8258.23 -1824.89 3091.89 -936.804 -619.802
16516 -4072.64 -8535.6 -1387.65 3057.29 -1020.33 -726.148
16517 -2791.52 -8300.25 -1484.55 2704.81 -914.301 -927.61
16518 -1634.71 -7652.67 -2050.56 2003.55 -648.713 -1171.34
16519 -793.28 -6834.07 -2864.55 1080.04 -281.305 -1405.47
16520 -375.785 -6112.58 -3673.29 184.888 104.491 -1551.48
16521 -366.089 -5645.19 -4283.39 -427.498 403.1 -1505.28
16522 -612.837 -5418.72 -4593.96 -627.947 501.124 -1191.8
16523 -893.031 -5302.99 -4598.09 -458.657 308.079 -638.893
16524 -1030.76 -5161.81 -4388.08 -74.9387 -194.91 0.60003
16525 -990.69 -4931.42 -4145.8 353.525 -910.449 519.942
16526 -878.799 -4626.12 -4083.54 700.047 -1628.86 776.451
16527 -858.117 -4289.41 -4338.13 883.473 -2101.08 759.84
16528 -1041.34 -3937.75 -4871.21 862.745 -2151.5 566.649
16529 -1442.19 -3550.26 -5472.96 660.021 -1767.9 316.982
16530 -2006.6 -3105.8 -5884.07 387.628 -1118.64 94.4625
16531 -2678.6 -2631.14 -5938.34 215.557 -479.974 -51.8066
16532 -3429.29 -2223.75 -5620.66 280.074 -98.4112 -89.2417
16533 -4222.1 -2031.18 -5024.93 603.273 -63.0706 -14.6342
16534 -4966.58 -2200.8 -4281.58 1084.56 -274.154 120.499
16535 -5545.2 -2813.92 -3529.07 1558.8 -526.737 222.541
16536 -5899.51 -3829.87 -2925.2 1869.95 -635.335 209.949
16537 -6063.46 -5068.49 -2620.47 1915.89 -513.958 52.7278
16538 -6098.18 -6246.55 -2671.98 1661.47 -179.801 -233.068
16539 -6013.47 -7058.55 -2984.4 1138.24 291.376 -613.696
16540 -5778.99 -7291.22 -3358.54 443.923 804.891 -1052.63
16541 -5406.96 -6930.57 -3614.47 -274.197 1262.51 -1498.48
16542 -5006.25 -6192.94 -3685.93 -865.238 1578.71 -1861.51
16543 -4737.94 -5437.46 -3618.89 -1233.05 1711.85 -2016.64
16544 -4708.9 -4996 -3505.81 -1370.11 1682.7 -1860.27
16545 -4889.21 -5019.45 -3427.91 -1343.96 1556.48 -1393.48
16546 -5121.9 -5428.23 -3446.57 -1244.24 1402.08 -755.216
16547 -5217.32 -5977.12 -3622.22 -1125.48 1260.58 -155.601
16548 -5052.32 -6366.78 -4014.93 -998.3 1135.43 250.621
16549 -4602.25 -6356.15 -4644.86 -866.509 1000.32 442.026
