0	0
0.1	0.328314
0.2	0.885579
0.3	1.31273
0.4	1.6072
0.5	1.81983
0.6	1.97915
0.7	2.10266
0.8	2.20222
0.9	2.28482
1	2.35493
1.1	2.41571
1.2	2.4693
1.3	2.51719
1.4	2.56086
1.5	2.60138
1.6	2.63935
1.7	2.67512
1.8	2.70932
1.9	2.74223
2	2.7738
2.1	2.80429
2.2	2.83429
2.3	2.86379
2.4	2.89255
2.5	2.92057
2.6	2.94816
2.7	2.97535
2.8	3.00207
2.9	3.02871
3	3.05546
3.1	3.08162
3.2	3.10671
3.3	3.13062
3.4	3.15332
3.5	3.17516
3.6	3.19604
3.7	3.21594
3.8	3.23612
3.9	3.25705
4	3.27819
4.1	3.29939
4.2	3.32051
4.3	3.34136
4.4	3.36159
4.5	3.38131
4.6	3.40076
4.7	3.41973
4.8	3.43832
4.9	3.45753
5	3.47691
5.1	3.49546
5.2	3.51323
5.3	3.53076
5.4	3.54825
5.5	3.56564
5.6	3.58282
5.7	3.60016
5.8	3.61732
5.9	3.63368
6	3.64943
6.1	3.66521
6.2	3.68139
6.3	3.69803
6.4	3.71496
6.5	3.73212
6.6	3.74928
6.7	3.76601
6.8	3.78214
6.9	3.79759
7	3.81253
7.1	3.82721
7.2	3.842
7.3	3.85712
7.4	3.8725
7.5	3.88801
7.6	3.90319
7.7	3.91805
7.8	3.93288
7.9	3.94718
8	3.96071
8.1	3.97405
8.2	3.98765
8.3	4.00147
8.4	4.01538
8.5	4.02971
8.6	4.04444
8.7	4.05891
8.8	4.07289
8.9	4.08725
9	4.10187
9.1	4.11583
9.2	4.12897
9.3	4.14178
9.4	4.15444
9.5	4.16731
9.6	4.18086
9.7	4.19488
9.8	4.20914
9.9	4.22352
10	4.23755
10.1	4.25094
10.2	4.26343
10.3	4.27565
10.4	4.28853
10.5	4.30215
10.6	4.31625
10.7	4.33048
10.8	4.3443
10.9	4.35762
11	4.37066
11.1	4.38354
11.2	4.39632
11.3	4.40908
11.4	4.42158
11.5	4.43365
11.6	4.44555
11.7	4.45759
11.8	4.46997
11.9	4.48262
12	4.49501
12.1	4.50689
12.2	4.51813
12.3	4.52909
12.4	4.54018
12.5	4.55154
12.6	4.56263
12.7	4.57372
12.8	4.58549
12.9	4.59767
13	4.60968
13.1	4.62135
13.2	4.6327
13.3	4.64393
13.4	4.65497
13.5	4.66559
13.6	4.67622
13.7	4.68747
13.8	4.69904
13.9	4.7106
14	4.72187
14.1	4.73287
14.2	4.7437
14.3	4.75439
14.4	4.76523
14.5	4.77632
14.6	4.78775
14.7	4.79951
14.8	4.8114
14.9	4.82324
15	4.83507
15.1	4.84676
15.2	4.85761
15.3	4.86754
15.4	4.87725
15.5	4.88702
15.6	4.89676
15.7	4.90705
15.8	4.91776
15.9	4.92878
16	4.94025
16.1	4.95199
16.2	4.96385
16.3	4.97525
16.4	4.98561
16.5	4.99486
16.6	5.00376
16.7	5.01332
16.8	5.02381
16.9	5.03453
17	5.04517
17.1	5.0556
17.2	5.06575
17.3	5.07548
17.4	5.08515
17.5	5.09509
17.6	5.10575
17.7	5.11699
17.8	5.12811
17.9	5.13884
18	5.14923
18.1	5.15944
18.2	5.1697
18.3	5.18045
18.4	5.1914
18.5	5.20185
18.6	5.21163
18.7	5.2209
18.8	5.22982
18.9	5.23936
19	5.25001
19.1	5.2614
19.2	5.27284
19.3	5.28392
19.4	5.29463
19.5	5.30474
19.6	5.31462
19.7	5.32431
19.8	5.33391
19.9	5.34359
20	5.35333
20.1	5.36267
20.2	5.37147
20.3	5.3801
20.4	5.38917
20.5	5.39872
20.6	5.40833
20.7	5.4183
20.8	5.42847
20.9	5.4386
21	5.44863
21.1	5.45829
21.2	5.46793
21.3	5.47786
21.4	5.48795
21.5	5.49824
21.6	5.5084
21.7	5.51809
21.8	5.52763
21.9	5.53735
22	5.5471
22.1	5.55705
22.2	5.56719
22.3	5.57706
22.4	5.58692
22.5	5.59649
22.6	5.60566
22.7	5.61503
22.8	5.62478
22.9	5.63509
23	5.64578
23.1	5.65661
23.2	5.66716
23.3	5.67682
23.4	5.68567
23.5	5.69411
23.6	5.70246
23.7	5.71115
23.8	5.7201
23.9	5.72851
24	5.73609
24.1	5.74369
24.2	5.75172
24.3	5.75994
24.4	5.76806
24.5	5.77621
24.6	5.7843
24.7	5.79248
24.8	5.80063
24.9	5.80888
25	5.81781
25.1	5.82721
25.2	5.83685
25.3	5.84663
25.4	5.85622
25.5	5.86548
25.6	5.87462
25.7	5.88397
25.8	5.89365
25.9	5.90319
26	5.91285
26.1	5.92264
26.2	5.93208
26.3	5.94131
26.4	5.95039
26.5	5.95927
26.6	5.96805
26.7	5.97696
26.8	5.98626
26.9	5.99579
27	6.0053
27.1	6.01473
27.2	6.02406
27.3	6.03344
27.4	6.04299
27.5	6.05241
27.6	6.06114
27.7	6.06905
27.8	6.07665
27.9	6.08458
28	6.09264
28.1	6.10061
28.2	6.10806
28.3	6.11509
28.4	6.12271
28.5	6.13095
28.6	6.13983
28.7	6.14929
28.8	6.15875
28.9	6.16818
29	6.17766
29.1	6.18736
29.2	6.19727
29.3	6.20697
29.4	6.21634
29.5	6.22508
29.6	6.2332
29.7	6.24104
29.8	6.24843
29.9	6.25558
30	6.26373
30.1	6.27323
30.2	6.28341
30.3	6.29386
30.4	6.30427
30.5	6.31435
30.6	6.32375
30.7	6.33227
30.8	6.34025
30.9	6.34821
31	6.35638
31.1	6.36458
31.2	6.3729
31.3	6.38155
31.4	6.39026
31.5	6.39846
31.6	6.40615
31.7	6.41409
31.8	6.4228
31.9	6.4318
32	6.44062
32.1	6.44944
32.2	6.45833
32.3	6.4676
32.4	6.47676
32.5	6.48516
32.6	6.49303
32.7	6.50108
32.8	6.50962
32.9	6.51837
33	6.52715
33.1	6.53625
33.2	6.5453
33.3	6.55389
33.4	6.56235
33.5	6.57076
33.6	6.57866
33.7	6.58614
33.8	6.59386
33.9	6.602
34	6.61077
34.1	6.61977
34.2	6.62849
34.3	6.63686
34.4	6.64459
34.5	6.652
34.6	6.6598
34.7	6.66809
34.8	6.67667
34.9	6.68512
35	6.69319
35.1	6.70138
35.2	6.7099
35.3	6.71883
35.4	6.72773
35.5	6.7361
35.6	6.74427
35.7	6.75252
35.8	6.76073
35.9	6.7694
36	6.77863
36.1	6.78795
36.2	6.79687
36.3	6.80526
36.4	6.81352
36.5	6.82191
36.6	6.8302
36.7	6.83832
36.8	6.84641
36.9	6.85478
37	6.86332
37.1	6.87221
37.2	6.88137
37.3	6.89038
37.4	6.89938
37.5	6.90824
37.6	6.91663
37.7	6.92469
37.8	6.93274
37.9	6.94064
38	6.94847
38.1	6.95678
38.2	6.96592
38.3	6.97542
38.4	6.98465
38.5	6.99326
38.6	7.0011
38.7	7.00839
38.8	7.01584
38.9	7.02346
39	7.03119
39.1	7.03928
39.2	7.04782
39.3	7.05654
39.4	7.06513
39.5	7.07339
39.6	7.08132
39.7	7.08912
39.8	7.09706
39.9	7.10507
40	7.11294
40.1	7.12099
40.2	7.12984
40.3	7.13971
40.4	7.15003
40.5	7.16038
40.6	7.17043
40.7	7.17996
40.8	7.18926
40.9	7.19854
41	7.20795
41.1	7.21702
41.2	7.22552
41.3	7.23399
41.4	7.24285
41.5	7.25182
41.6	7.26096
41.7	7.27032
41.8	7.27969
41.9	7.28881
42	7.29753
42.1	7.30588
