0	0
0.1	0.33769
0.2	0.966839
0.3	1.50952
0.4	1.90956
0.5	2.20926
0.6	2.44504
0.7	2.63681
0.8	2.79556
0.9	2.9291
1	3.04366
1.1	3.14372
1.2	3.23239
1.3	3.31211
1.4	3.38447
1.5	3.45065
1.6	3.51194
1.7	3.56929
1.8	3.62367
1.9	3.67564
2	3.72538
2.1	3.77294
2.2	3.81828
2.3	3.8614
2.4	3.90282
2.5	3.94287
2.6	3.98186
2.7	4.01989
2.8	4.05693
2.9	4.09352
3	4.12979
3.1	4.16544
3.2	4.20036
3.3	4.23461
3.4	4.26826
3.5	4.30131
3.6	4.33374
3.7	4.36577
3.8	4.39758
3.9	4.42901
4	4.45993
4.1	4.4906
4.2	4.52088
4.3	4.55055
4.4	4.57991
4.5	4.60894
4.6	4.63775
4.7	4.66638
4.8	4.69438
4.9	4.72159
5	4.74864
5.1	4.77587
5.2	4.80289
5.3	4.82947
5.4	4.85571
5.5	4.88182
5.6	4.90778
5.7	4.93354
5.8	4.95907
5.9	4.98423
6	5.00882
6.1	5.03268
6.2	5.05595
6.3	5.07895
6.4	5.10168
6.5	5.12425
6.6	5.14705
6.7	5.16989
6.8	5.19251
6.9	5.21506
7	5.23769
7.1	5.26039
7.2	5.28302
7.3	5.30527
7.4	5.32696
7.5	5.34843
7.6	5.36992
7.7	5.39137
7.8	5.41257
7.9	5.43347
8	5.45417
8.1	5.47482
8.2	5.49551
8.3	5.51619
8.4	5.53698
8.5	5.55788
8.6	5.57864
8.7	5.59903
8.8	5.6189
8.9	5.6382
9	5.65708
9.1	5.67585
9.2	5.69456
9.3	5.71328
9.4	5.73195
9.5	5.75037
9.6	5.76847
9.7	5.78628
9.8	5.80366
9.9	5.82097
10	5.83848
10.1	5.8561
10.2	5.87384
10.3	5.89136
10.4	5.90832
10.5	5.92482
10.6	5.94122
10.7	5.95793
10.8	5.97504
10.9	5.99219
11	6.00922
11.1	6.02619
11.2	6.04318
11.3	6.06043
11.4	6.07792
11.5	6.09521
11.6	6.11215
11.7	6.1286
11.8	6.14462
11.9	6.16058
12	6.1766
12.1	6.19228
12.2	6.20769
12.3	6.22327
12.4	6.23881
12.5	6.25407
12.6	6.26928
12.7	6.2844
12.8	6.29939
12.9	6.31437
13	6.32907
13.1	6.34307
13.2	6.35642
13.3	6.36963
13.4	6.38322
13.5	6.39734
13.6	6.41163
13.7	6.42591
13.8	6.44054
13.9	6.45553
14	6.47062
14.1	6.48553
14.2	6.50028
14.3	6.51501
14.4	6.52973
14.5	6.54423
14.6	6.55843
14.7	6.57249
14.8	6.58652
14.9	6.60071
15	6.61519
15.1	6.62955
15.2	6.64329
15.3	6.65654
15.4	6.66961
15.5	6.68246
15.6	6.69507
15.7	6.70782
15.8	6.72092
15.9	6.73446
16	6.74863
16.1	6.76291
16.2	6.77667
16.3	6.78992
16.4	6.80277
16.5	6.81561
16.6	6.82889
16.7	6.84247
16.8	6.85577
16.9	6.86892
17	6.8823
17.1	6.89584
17.2	6.90924
17.3	6.92237
17.4	6.93527
17.5	6.94805
17.6	6.96096
17.7	6.97401
17.8	6.98695
17.9	6.99974
18	7.01245
18.1	7.025
18.2	7.03722
18.3	7.0494
18.4	7.06165
18.5	7.07392
18.6	7.08627
18.7	7.09895
18.8	7.11177
18.9	7.12469
19	7.13798
19.1	7.15149
19.2	7.16498
19.3	7.17823
19.4	7.19124
19.5	7.20415
19.6	7.21709
19.7	7.22984
19.8	7.24234
19.9	7.25479
20	7.26747
20.1	7.28036
20.2	7.2931
20.3	7.3053
20.4	7.31701
20.5	7.32847
20.6	7.33999
20.7	7.35182
20.8	7.36382
20.9	7.37587
21	7.38784
21.1	7.39981
21.2	7.41172
21.3	7.42349
21.4	7.4353
21.5	7.4473
21.6	7.4592
21.7	7.47069
21.8	7.48183
21.9	7.49289
22	7.50422
22.1	7.51589
22.2	7.52736
22.3	7.5384
22.4	7.54932
22.5	7.5603
22.6	7.57139
22.7	7.58259
22.8	7.59384
22.9	7.60517
23	7.61682
23.1	7.62862
23.2	7.64012
23.3	7.6515
23.4	7.66315
